2009,General Funds,General,General Funds:General,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,818600
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,910300
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,0
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,83645312
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,58042139
2009,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,155339
2009,General Funds,General,General Funds:General,Culture and Recreation,ACADEMY OF SCIENCES,Culture and Recreation:ACADEMY OF SCIENCES,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,1208000
2009,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,161759
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,22985484
2009,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,243930
2009,General Funds,General,General Funds:General,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,OVERHEAD,Expense:OVERHEAD,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,OVERHEAD,Expense:OVERHEAD,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,11759605
2009,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,-12749000
2009,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,400000
2009,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,332544
2009,General Funds,General,General Funds:General,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Expense,SALARIES,Expense:SALARIES,5914075
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,205633
2009,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SALARIES,Expense:SALARIES,1245990
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,137000
2009,General Funds,General,General Funds:General,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,134000
2009,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,1430937
2009,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,9587499
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1403499
2009,General Funds,General,General Funds:General,Culture and Recreation,LAW LIBRARY,Culture and Recreation:LAW LIBRARY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,443
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,2350850
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,56041824
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,SHERIFF,Public Protection:SHERIFF,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,116543
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,SHERIFF,Public Protection:SHERIFF,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,263242
2009,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,SALARIES,Expense:SALARIES,25305725
2009,General Funds,General,General Funds:General,Culture and Recreation,ASIAN ART MUSEUM,Culture and Recreation:ASIAN ART MUSEUM,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,835764
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,3740573
2009,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,49261251
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,220919349
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,13816330
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,1981621
2009,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,3085347
2009,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,26000
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,167199
2009,General Funds,General,General Funds:General,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,589012
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,301000
2009,General Funds,General,General Funds:General,Culture and Recreation,LAW LIBRARY,Culture and Recreation:LAW LIBRARY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,219274
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,14712446
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,427000
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,SALARIES,Expense:SALARIES,122547477
2009,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,302490
2009,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,2867293
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,539205192
2009,General Funds,General,General Funds:General,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,DEBT SERVICE,Expense:DEBT SERVICE,4555758
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,SALARIES,Expense:SALARIES,3308120
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,109315
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,OVERHEAD,Expense:OVERHEAD,21337261
2009,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,GENERAL FUND SUBSIDY TRANSFER OUT,Expense:GENERAL FUND SUBSIDY TRANSFER OUT,26277446
2009,General Funds,General,General Funds:General,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,400000
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,1900333
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,4805629
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,17233635
2009,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,32544000
2009,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,19304926
2009,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,103963893
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2009,General Funds,General,General Funds:General,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,0
2009,General Funds,General,General Funds:General,Human Welfare,DEPARTMENT OF THE STATUS OF WOMEN,Human Welfare:DEPARTMENT OF THE STATUS OF WOMEN,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,154406
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,13666382
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,1267090
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,2477821
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,279032
2009,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,46181677
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,65179
2009,General Funds,General,General Funds:General,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,377095
2009,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,3376980
2009,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,2192089
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,18360378
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ASIAN ART MUSEUM,Culture and Recreation:ASIAN ART MUSEUM,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,873375
2009,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,39000
2009,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,89822642
2009,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,432512960
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Expense,OTHER SUPPORT & CARE OF PERSONS,Expense:OTHER SUPPORT & CARE OF PERSONS,827285
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,94146
2009,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,757755
2009,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,828510
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,9721162
2009,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,24259527
2009,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,114000
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,67000
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,INTERGOVERNMENTAL REVENUES-OTHER,Revenue:INTERGOVERNMENTAL REVENUES-OTHER,736813
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,3457775
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Protection,POLICE,Public Protection:POLICE,Expense,SALARIES,Expense:SALARIES,30146098
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,8694005
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,53850034
2009,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,1000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,47098446
